FailedAttempts,Longitude,TransactionType,IPAddress,AvgTransactionAmount,UnusualAmount,Day,BankName,PhoneNumber,Month,UnusualLocation,UserID,Amount,TransactionFrequency,NewDevice,MerchantCategory,TransactionID,DeviceID,Weekday,Latitude,Hour,FraudFlag
0.75,0.7701294518938311,0,4158,0.8586325271920154,1,0.2333333333333333,4,1139033019,1.0,0,9657,0.979042545103892,2,1,2,322535968350,1881,0.0,0.5671979406305915,0.9130434782608696,0
0.75,0.0424813280026684,1,1801,0.8175409255587942,1,0.2333333333333333,0,1106143962,1.0,0,3453,0.0244245227530079,0,0,2,881793080712,3082,0.0,0.1651491736960846,0.6521739130434783,0
1.0,0.0798037485770817,0,7001,0.8451510489706344,1,0.9666666666666668,0,411019719,0.5,0,1914,0.1075301192767372,1,1,6,313793292686,6330,0.1666666666666666,0.7572969748496872,0.3913043478260869,1
0.25,0.7544159341229673,0,5839,0.9502601671231178,0,0.0,4,919388275087,0.0,1,6127,0.2550665605006342,2,1,6,335375750519,9914,0.0,0.8676233732315317,0.4347826086956521,0
0.25,0.9923724206640044,1,1922,0.1592130769738592,0,0.4666666666666667,3,8267569943,0.3333333333333333,0,5328,0.6829603517883508,1,1,6,865752824844,7826,0.6666666666666666,0.5771805949165916,0.0434782608695651,0
1.0,0.1673028823563082,0,980,0.2536414394913888,1,0.7666666666666667,1,7859783339,1.0,0,8183,0.5567364748342489,1,1,0,298843177819,8039,0.3333333333333333,0.3485218801053579,0.217391304347826,0
0.25,0.4207679633839432,0,3378,0.524711375534888,1,0.5666666666666668,4,5378812911,0.0,1,2041,0.6714778151670714,0,1,5,616665746189,9753,0.4999999999999999,0.824713291434668,0.217391304347826,0
1.0,0.8421169520346419,0,926,0.4644388252169059,0,0.6333333333333334,4,3903725502,0.3333333333333333,1,2323,0.9111356297739704,0,0,0,296148437922,4090,0.3333333333333333,0.6875199713266429,0.4347826086956521,0
0.5,0.901682474724098,0,5664,0.9177537804753626,1,0.4333333333333334,1,801253446,1.0,1,6622,0.6366690940809769,2,1,1,703412231022,1264,1.0,0.8628028956756576,0.1739130434782608,0
0.25,0.2852725578161476,0,3859,0.3972644942395138,1,0.1,2,913442352993,0.6666666666666667,0,1805,0.8319272335879451,1,0,0,689953066869,9799,0.8333333333333333,0.0855858589226374,0.2608695652173913,0
0.0,0.5240779483547263,0,7848,0.976181854918569,1,0.4,3,8500421215,0.5,1,5701,0.5074262872964873,2,1,5,796548733232,4650,0.8333333333333333,0.023791934784783,0.7391304347826086,0
0.25,0.9177110808655932,1,8640,0.2519319984556015,0,0.7333333333333334,4,382505979,0.8333333333333334,1,1155,0.0977010919363163,2,0,4,856414297152,379,1.0,0.1060307155002833,0.4782608695652173,0
1.0,0.3183006152018345,1,2564,0.357277177511798,1,0.3333333333333333,5,915683945448,0.5,1,3571,0.7495988764539478,2,0,5,542962526360,4124,0.4999999999999999,0.635067846386379,0.7391304347826086,0
0.5,0.4905746359639918,0,4169,0.0499458860385979,0,0.0666666666666667,2,447394087,0.6666666666666667,0,2619,0.3708272147821528,2,0,0,580589704135,5370,0.6666666666666666,0.5226080696606985,1.0,0
1.0,0.0684353845001395,1,5291,0.5482854576480731,1,0.1,4,1404844554,0.0,1,1919,0.8227594098982487,0,1,5,385676034372,1797,0.4999999999999999,0.853204653307994,0.6086956521739131,0
0.25,0.7111536135535946,0,6559,0.965451086380286,0,0.7333333333333334,1,4934529870,0.1666666666666666,1,6327,0.8884566446465512,0,0,2,429321949767,1073,0.6666666666666666,0.2944418169795174,0.8260869565217391,0
0.25,0.8941416695619402,0,4177,0.7403380072058592,0,0.0666666666666667,0,919131711223,1.0,1,4870,0.7345842519496004,0,1,6,303266479148,8706,0.3333333333333333,0.8286190944553729,0.9565217391304348,1
0.0,0.2521734637292439,0,3379,0.7600400903433085,0,0.8333333333333335,3,916397113859,0.8333333333333334,0,9962,0.8515622811826042,1,1,2,688789280097,8503,0.3333333333333333,0.0552138165571966,0.1304347826086956,0
0.0,0.0680335941841412,1,7814,0.2419094126284581,0,0.4666666666666667,3,4240471864,0.0,0,5081,0.7748336487638192,0,1,1,924130740065,8076,0.0,0.7683413657631225,0.5652173913043478,0
0.25,0.1566509163688619,1,619,0.332830870364554,0,0.6000000000000001,3,7839864756,0.0,0,7761,0.586387607383074,0,0,3,428176064422,7111,0.6666666666666666,0.7195778598339613,0.9130434782608696,0
0.5,0.2194065289342878,0,1438,0.2768764341200029,0,0.7000000000000001,3,8276238760,0.8333333333333334,0,2721,0.4113526966305622,1,0,0,943401355452,9815,0.8333333333333333,0.2276367207904066,0.9130434782608696,1
0.5,0.3307894178789439,1,3953,0.1738418511976089,1,0.7666666666666667,0,913290419458,1.0,0,144,0.5090938008906742,1,1,4,896301437612,4069,0.3333333333333333,0.3838760738616787,0.3043478260869565,0
0.25,0.7791232633167665,0,1498,0.8703155414096836,0,0.1666666666666667,4,9669309747,0.3333333333333333,0,5731,0.4857556127287205,0,0,3,754245899926,2986,0.3333333333333333,0.8682270668711588,0.0,0
0.25,0.8971306114802625,1,6668,0.7981829311962485,1,0.5333333333333334,0,9372920913,1.0,1,333,0.5655301832964553,1,0,3,652542266656,2480,0.3333333333333333,0.8193753403571944,1.0,0
0.25,0.1705412430750431,0,1487,0.5322013079374478,1,0.1333333333333333,1,911911266699,0.3333333333333333,1,4430,0.282631050363512,2,0,1,799767300764,3829,0.1666666666666666,0.1784239266940063,0.0869565217391304,0
0.5,0.6868235281077302,0,6100,0.3004215087492573,1,0.3333333333333333,4,912550477590,0.5,1,5230,0.5991215294310647,2,0,1,491130642239,2864,0.4999999999999999,0.239129535780571,0.3913043478260869,0
1.0,0.4156200152371515,0,3669,0.1528404328316706,1,0.1,1,916826105819,0.6666666666666667,0,1618,0.1136359998879655,1,0,4,534497655212,4651,0.8333333333333333,0.3244135631647383,0.9130434782608696,0
0.0,0.7153919107807256,1,5650,0.2957112935137266,1,0.2,4,9686849544,0.3333333333333333,0,3654,0.4882963952897492,2,0,4,339422021575,87,0.4999999999999999,0.4417927683126062,0.2608695652173913,0
0.75,0.7654019706788243,0,489,0.2493593347083547,0,0.0666666666666667,3,3542577813,0.1666666666666666,0,7189,0.3737231067168688,0,0,1,834216376900,4878,0.8333333333333333,0.549250325075851,0.2608695652173913,0
0.25,0.9162259218231532,0,7447,0.0200901832672829,1,0.6333333333333334,5,8747853285,0.1666666666666666,0,6398,0.1397480423970583,0,1,0,343232314093,9233,0.1666666666666666,0.3215461329865857,0.217391304347826,0
0.75,0.6750981887030197,0,9215,0.0598464403816184,1,0.0333333333333333,2,919268166896,0.1666666666666666,1,9759,0.5598224253069946,2,1,5,508042524463,6796,0.6666666666666666,0.0114325259227152,0.6521739130434783,0
1.0,0.8592007105725854,0,33,0.0752324099617702,0,0.5000000000000001,2,8303330823,1.0,0,4986,0.7145780900517359,2,0,1,831567809617,6180,0.1666666666666666,0.0498766378821724,0.5652173913043478,0
0.5,0.2821540324648363,0,9925,0.8816714712395798,0,0.6333333333333334,1,7141777541,0.6666666666666667,0,2138,0.1448176038219772,1,0,1,572390468635,3821,0.0,0.8769609075450939,0.6956521739130435,0
0.0,0.3246184673393479,0,720,0.9512514228670998,0,0.3666666666666667,5,918193501783,0.0,1,9821,0.1302491167279522,1,0,5,517016864757,5030,0.6666666666666666,0.4195760594138631,0.6086956521739131,1
1.0,0.3846598450857643,1,5196,0.6980931080218696,0,0.5666666666666668,2,918477228884,0.5,1,4609,0.5844520112194556,0,1,3,342861071692,8936,0.4999999999999999,0.389236002289423,0.3478260869565217,1
0.5,0.7270922035741119,1,4743,0.2086808396566314,0,0.7000000000000001,3,7527841424,0.1666666666666666,1,9389,0.1413485353488874,1,0,4,101422111588,1223,0.4999999999999999,0.1407236105091187,0.6086956521739131,0
0.75,0.076584536737213,1,1013,0.8815094294327938,1,0.2,3,915101979619,1.0,1,2446,0.930401563681614,2,1,4,416694652198,2963,1.0,0.7487194261994465,0.5652173913043478,0
1.0,0.4805590861464944,1,8223,0.3076743799900374,0,0.6333333333333334,1,2615038539,0.1666666666666666,0,6316,0.7209310467624028,2,0,3,583394938744,3469,0.1666666666666666,0.3865234193534046,0.1304347826086956,0
0.75,0.3376413217749073,1,4735,0.3707726593461113,0,0.1666666666666667,2,692805511,0.8333333333333334,0,9123,0.5399322991481376,2,0,2,341987987462,7179,0.4999999999999999,0.6386211421553918,0.0434782608695651,0
0.25,0.6100674681980471,1,9105,0.9529638646770866,1,0.7666666666666667,5,912508034035,0.8333333333333334,1,6252,0.9452691428960118,0,0,3,977913017472,9415,0.0,0.3383159653919247,0.2608695652173913,0
0.5,0.6930282343454406,1,8431,0.8942857257172351,1,0.2666666666666667,5,2146652866,0.6666666666666667,0,1838,0.1314934999979993,2,0,1,356009919799,8023,0.4999999999999999,0.1713305854699429,0.5217391304347826,0
0.75,0.0024328688102752,0,34,0.9243764891341968,0,0.3,1,3628700715,0.5,1,4797,0.2061314884984575,2,1,6,111238198227,5269,0.3333333333333333,0.2999193895242222,0.8695652173913043,0
0.0,0.646503959349483,0,4839,0.310078000124032,1,0.1666666666666667,0,4826305439,0.1666666666666666,1,3114,0.7924740820172613,2,1,4,123763217896,2973,0.1666666666666666,0.8036841068471532,0.0869565217391304,0
0.25,0.5706339344274658,0,8005,0.0158540903553117,0,0.3333333333333333,0,3528069115,0.6666666666666667,1,574,0.6945539226081633,0,0,5,895992176295,1635,0.8333333333333333,0.943781999133131,0.3478260869565217,0
0.25,0.6600744556081107,0,8246,0.2894246715652638,0,0.2333333333333333,1,18328092,0.8333333333333334,0,7114,0.4743210908959959,1,0,0,975312836588,1349,0.8333333333333333,0.5513020899320952,0.6521739130434783,0
0.0,0.4398782694686182,0,6583,0.7917472707958653,0,0.1666666666666667,5,442860007,0.5,1,7625,0.4180637636392009,1,0,0,476821135563,3275,0.8333333333333333,0.9079175307571766,0.0,0
0.0,0.4740064914782696,1,9314,0.7926715092493863,1,0.1,0,912819855300,0.5,1,9196,0.8912144940641717,1,1,6,420305987588,1205,0.4999999999999999,0.589744534835906,0.8260869565217391,1
0.0,0.5854600698718782,1,8925,0.8743915930310019,0,0.6000000000000001,1,5767289090,0.8333333333333334,0,2485,0.7108899541058645,1,1,2,853350142180,3989,0.3333333333333333,0.7596322669734048,0.5652173913043478,0
0.25,0.7981014579719681,1,2747,0.4435154269801609,0,0.9333333333333336,0,9783790882,0.6666666666666667,0,4546,0.2387895471805316,0,0,3,843182129300,4908,0.3333333333333333,0.3633998960868646,0.0869565217391304,0
1.0,0.3170709060371347,1,7163,0.1628280096264836,0,0.9000000000000001,2,917249524969,0.5,1,5943,0.7170298451923192,2,1,5,649922696519,1627,1.0,0.1888190494448704,0.0,0
0.75,0.2776710335120519,1,1232,0.5695779511113868,0,0.5000000000000001,5,916564670624,0.8333333333333334,1,7464,0.8145098690396642,2,0,0,658400124955,2546,1.0,0.5753023483257204,0.6521739130434783,0
0.5,0.6768688502231671,0,8618,0.5727827779567127,0,0.0,1,5156686702,0.6666666666666667,0,34,0.5299782332958551,0,1,0,684793656475,3554,0.3333333333333333,0.7447077345825137,0.9130434782608696,0
0.5,0.9138185552191728,0,1418,0.9726479431693378,1,0.1666666666666667,4,1014756695,0.3333333333333333,1,5043,0.589581591130068,0,0,5,962662921915,9261,0.3333333333333333,0.2517853165738672,0.2608695652173913,0
1.0,0.9120482965116524,1,5865,0.3694863274724879,0,0.6000000000000001,0,911259431752,0.1666666666666666,0,2085,0.1714137954489983,2,0,1,925681540746,8458,0.0,0.5901146184109625,0.217391304347826,0
0.25,0.4265803356793186,0,9495,0.6505948534721958,1,0.1,0,910959208487,0.1666666666666666,0,3256,0.2009578950316697,0,1,1,912778088475,9598,1.0,0.180299922759755,0.0,0
1.0,0.490524242715387,1,1111,0.646739858883592,1,0.9333333333333336,1,3911530944,0.6666666666666667,0,2912,0.2201017913517363,2,0,5,682790970444,8593,0.3333333333333333,0.9366620822636392,0.7826086956521738,0
1.0,0.1798674360313755,0,9229,0.2939728449940084,0,0.1666666666666667,3,6771330270,0.1666666666666666,1,5050,0.4153069145296751,1,0,1,924783320704,55,0.1666666666666666,0.2543133731203947,0.0869565217391304,0
0.25,0.7206871188897717,1,3558,0.97289300639565,0,0.1,1,2323057103,0.5,0,4827,0.8330365752651816,0,1,1,952453819178,6348,0.4999999999999999,0.9194607297258248,1.0,0
0.25,0.525587853982534,0,7645,0.6472729964330797,0,0.8333333333333335,0,1548330674,1.0,0,7569,0.2761240462062315,2,0,3,406883774577,1762,0.6666666666666666,0.2998235616088198,0.6956521739130435,0
1.0,0.4318389128415011,1,5601,0.5585961177983919,1,0.9666666666666668,3,910553614581,1.0,0,9586,0.2367489186669494,2,1,2,861790361770,3725,0.1666666666666666,0.5655297236021738,0.6956521739130435,1
1.0,0.9098939740217248,1,1597,0.1480291915314151,1,0.9333333333333336,2,910875294930,0.8333333333333334,0,2995,0.7257265237693209,1,1,6,196017709261,4877,0.8333333333333333,0.8810244195867925,0.3478260869565217,1
0.25,0.7041241415177432,1,3557,0.7094200303678349,0,0.5333333333333334,5,913672049311,0.6666666666666667,0,7566,0.7820028568799189,1,0,3,342603316266,797,0.6666666666666666,0.9129935262672402,0.4347826086956521,0
0.0,0.4907306494613262,1,5210,0.4087764643277966,1,0.0333333333333333,2,918123287756,0.3333333333333333,1,9811,0.8589085438315001,2,0,4,595840935208,3340,0.8333333333333333,0.1839987163671523,0.6956521739130435,0
0.75,0.3536702223863227,0,1137,0.5736309967971737,0,0.4333333333333334,4,910463168481,0.3333333333333333,1,3705,0.4279438066924612,2,0,3,522663241855,979,0.4999999999999999,0.4655660070683158,0.4782608695652173,0
0.75,0.4559169514818163,0,5333,0.0014593765191419,0,0.6666666666666667,4,910196850219,0.3333333333333333,1,6486,0.3160933567538802,1,0,4,768101379698,9882,0.4999999999999999,0.3383564026050522,0.4782608695652173,0
0.5,0.0917497042903891,1,7306,0.4817242848654953,0,0.0333333333333333,3,1445148915,0.8333333333333334,0,5832,0.1022494928437959,1,1,3,759464096651,3815,1.0,0.1635161954456039,0.8260869565217391,0
0.25,0.860491061094716,0,1657,0.533602669488728,0,0.1333333333333333,2,913230735237,0.3333333333333333,0,6405,0.5202792460077704,0,1,2,250718127948,3570,0.1666666666666666,0.810961629935874,0.6956521739130435,0
0.75,0.5434084318211362,0,3415,0.4005543430204993,0,0.6000000000000001,3,914896251277,0.0,0,6231,0.6522408901941799,0,1,5,865852252816,8568,0.6666666666666666,0.7221548111225953,0.3043478260869565,0
1.0,0.6635316352577224,1,9562,0.8650461819149341,1,0.4333333333333334,5,912096642427,0.3333333333333333,1,2794,0.4128621615457561,0,1,1,930778584805,4312,0.4999999999999999,0.1200739228042098,0.0434782608695651,0
1.0,0.2631701762087166,1,1557,0.4157782707938648,1,0.8,4,919304434558,0.1666666666666666,0,6883,0.3323103515882892,2,0,2,100670134029,7834,1.0,0.0353837756587648,0.7391304347826086,0
0.0,0.5343776727572722,0,5332,0.9131926036917526,0,0.7333333333333334,0,916182307687,0.3333333333333333,1,8658,0.9751753540090348,1,0,0,372028177065,5342,0.8333333333333333,0.6829810150146145,0.3913043478260869,0
0.5,0.1937683275404478,0,9386,0.0829373978486449,1,0.5333333333333334,0,911259299152,0.5,0,9006,0.2586996795012864,0,1,5,472943992573,6641,0.3333333333333333,0.4161982212516253,0.1739130434782608,0
0.5,0.6147464535508217,1,4455,0.8411130071558461,1,0.5000000000000001,1,6034032123,1.0,1,276,0.803053340428852,2,1,2,848532850798,7012,0.1666666666666666,0.844494601518132,0.6956521739130435,0
1.0,0.3467381782237798,0,5686,0.5043651262025602,1,0.1,5,4773257654,0.8333333333333334,0,6969,0.2566340432853319,1,1,5,864369766763,160,0.1666666666666666,0.177888387846053,0.5217391304347826,0
1.0,0.7972775450253882,0,2941,0.4169135636994344,1,0.4,2,6057160318,0.0,0,9154,0.3633979265613809,2,1,1,918413332329,2699,0.8333333333333333,0.5536666027628668,0.0,0
0.0,0.0968253406256494,1,6193,0.5390780821451934,1,0.4333333333333334,3,4717882884,0.1666666666666666,1,3696,0.919037063415532,0,0,5,406015013407,9284,0.3333333333333333,0.1358958145789572,0.1739130434782608,1
0.25,0.8122983111969505,1,2908,0.9265300447515458,0,0.2333333333333333,0,773162383,0.1666666666666666,0,3361,0.1442544303645523,0,0,2,663896509751,8541,0.4999999999999999,0.5152392224852465,1.0,1
1.0,0.6731710080862411,1,2025,0.8845492136971339,1,0.9333333333333336,0,7062558653,0.1666666666666666,1,7580,0.2076249484841331,1,1,4,392039144043,1733,0.4999999999999999,0.7735924493492925,0.3043478260869565,0
0.0,0.5421057357865029,0,1645,0.0324113621314299,1,0.4,4,2922477935,0.1666666666666666,0,943,0.6151224577169768,0,1,1,878089269492,1750,0.1666666666666666,0.0676887968303714,0.4782608695652173,0
1.0,0.2073390654866515,0,4336,0.9591094502381614,1,0.4333333333333334,0,915423017929,0.5,0,5930,0.1288406829303425,2,0,4,531129610218,9430,1.0,0.8501523355449605,0.1739130434782608,0
0.25,0.8938728129687774,0,9662,0.917413692732725,0,0.9333333333333336,4,913335451015,0.1666666666666666,0,240,0.2323815735246456,1,1,2,200694016148,4424,0.4999999999999999,0.531101390324409,0.217391304347826,0
1.0,0.9013164958396191,1,8222,0.1672771575066367,0,0.6666666666666667,0,910069737572,0.5,0,9207,0.6033548332886529,0,0,6,542535890416,8781,1.0,0.8640897209348848,0.8260869565217391,0
0.25,0.9878261579046886,1,5848,0.653849693220851,0,0.9333333333333336,0,4693673150,1.0,1,6902,0.0073272567950929,2,0,2,238417852400,5345,0.0,0.6221711232620944,0.9130434782608696,0
0.25,0.9784951506429632,0,84,0.0274580841857199,0,0.0333333333333333,4,917983689794,1.0,1,6989,0.8488274388511662,1,1,2,395069909335,3755,0.1666666666666666,0.3446520132475354,0.1304347826086956,0
0.0,0.1844987228131166,0,3968,0.6885426440021525,1,0.1666666666666667,5,3722860921,0.6666666666666667,1,556,0.9430014444448888,0,0,0,870492815948,802,0.0,0.2421161048689138,0.4782608695652173,0
0.25,0.0996487460005393,1,4335,0.7573003834989427,0,0.1,0,910798548616,0.5,0,6984,0.4681231819400375,1,1,4,847724452430,3314,0.4999999999999999,0.7875787600440103,0.2608695652173913,1
0.0,0.1974331751562228,1,2758,0.6503637938588156,0,0.3666666666666667,5,4736815191,0.3333333333333333,1,1161,0.9529645130700256,1,0,3,894955289148,6472,0.1666666666666666,0.6684658392513808,0.217391304347826,0
0.0,0.8620547824894461,0,7458,0.5316321610975632,0,0.9000000000000001,2,917500506893,1.0,0,3495,0.2870334062891371,1,0,5,533205302499,4644,1.0,0.4070701219173362,0.2608695652173913,1
0.5,0.7653322007538679,1,4938,0.0317761982591508,0,0.2,2,917967087383,0.8333333333333334,1,2349,0.6241412355005341,0,0,0,302679954164,791,0.6666666666666666,0.6525335883928471,0.7826086956521738,0
0.25,0.4688888987354196,0,5623,0.3884922309955968,1,0.1666666666666667,1,5018611112,0.0,0,4122,0.2368609531735774,0,1,2,287978097158,9137,0.8333333333333333,0.3266527939852631,0.6956521739130435,0
0.25,0.4294632517582666,0,9365,0.2253991529814692,0,0.1333333333333333,3,9783044381,0.1666666666666666,0,1551,0.721397190334623,0,1,1,819521271198,8816,0.0,0.5797095961279853,0.5652173913043478,0
0.75,0.4106712287650551,1,1749,0.5448005585441044,0,0.5000000000000001,2,4586420500,0.5,0,6835,0.1091946319466395,2,1,4,361414412887,5576,0.1666666666666666,0.4390818385401037,0.6956521739130435,0
0.75,0.1777991765426483,1,5209,0.2125288324387692,1,0.0,4,910623880389,0.5,1,9906,0.4243006846108601,2,1,3,776678748730,5481,0.0,0.6064615549183698,0.0,0
0.25,0.763082856154319,1,8657,0.6687795451226416,1,0.0333333333333333,2,1617531176,0.8333333333333334,1,2186,0.8403798369897928,2,1,4,734396467832,9472,1.0,0.8654896531412886,0.0434782608695651,0
0.0,0.5391259585499417,0,4284,0.3492811145275481,1,0.1,3,6847614868,0.8333333333333334,0,7916,0.3253312020102191,1,1,6,985613182257,2791,0.1666666666666666,0.9122668261483234,0.4782608695652173,0
1.0,0.6427061974569993,1,8933,0.0224888021109446,1,0.6000000000000001,5,3167391098,0.3333333333333333,1,6215,0.6913289293102275,0,0,4,389385775349,2782,0.1666666666666666,0.5036887329265717,0.8260869565217391,0
0.25,0.4512348241905538,0,4046,0.100120831174443,1,0.2333333333333333,1,2026822286,0.8333333333333334,1,844,0.7741124266274011,1,0,5,102160209004,6350,0.8333333333333333,0.7625038092221518,0.3913043478260869,0
0.25,0.8926561382650728,0,7343,0.5052643582044167,0,0.6333333333333334,3,4611105387,1.0,1,9384,0.7907375471645266,0,0,3,465026789953,2440,0.8333333333333333,0.9837480134253548,0.3043478260869565,0
0.25,0.1858127531616588,1,8037,0.6590320302638081,0,0.3666666666666667,3,911736190959,0.8333333333333334,0,5787,0.8455764375427632,1,1,3,850386173543,3918,0.3333333333333333,0.6188995432267529,0.2608695652173913,0
0.25,0.4234079278886501,1,8510,0.2398958931404302,1,0.6666666666666667,0,4277928710,0.6666666666666667,1,5210,0.0754922516134969,2,0,5,688483246652,5417,0.1666666666666666,0.7350475138643461,0.1304347826086956,0
0.25,0.3262667710516232,1,1893,0.840580869864425,0,0.3333333333333333,0,8246552832,0.0,0,1233,0.1321196928654025,1,0,4,403620877259,3273,0.4999999999999999,0.627044954933929,0.9130434782608696,0
0.5,0.9947054669493558,1,6614,0.109430233000114,1,0.8666666666666667,3,912125520916,1.0,1,9632,0.4296003168976045,1,0,0,435026691085,9902,0.8333333333333333,0.1019649612687403,0.6956521739130435,0
0.5,0.9145489684100588,1,9952,0.2161917774785894,1,0.3,0,7597062730,1.0,0,4339,0.8837942086162538,0,0,5,508432482753,430,0.3333333333333333,0.4384544838240033,0.6521739130434783,0
1.0,0.4194162047713821,0,7488,0.2980118870668632,0,0.6666666666666667,3,5393912199,0.3333333333333333,1,1851,0.8484343177698731,2,0,5,127056004157,6743,0.4999999999999999,0.1026122761977794,0.6956521739130435,0
0.25,0.2819966521825894,1,1707,0.6729906315829485,0,0.4333333333333334,4,918866801762,0.5,0,4568,0.4711721210132721,1,0,4,992322802371,3325,1.0,0.6563164293890796,0.4347826086956521,0
0.75,0.4204859750991512,0,4193,0.96240430030948,1,0.8,3,2576656360,0.6666666666666667,1,1237,0.2064745941750059,1,0,4,333695742484,9445,0.8333333333333333,0.6327178230475999,0.1304347826086956,0
0.75,0.5504511188891604,0,8378,0.9364436024494318,0,0.1,0,7073993101,0.0,1,6112,0.6283035174833849,2,1,1,862885338384,885,0.4999999999999999,0.8063445637315374,0.3478260869565217,0
0.75,0.1856398382021132,0,6661,0.5827173410739971,0,0.7000000000000001,2,919256696367,0.6666666666666667,0,986,0.8417452575393221,0,0,0,578028217606,6502,0.3333333333333333,0.9949431534024604,0.5217391304347826,0
1.0,0.6170443801311642,1,3486,0.7786218844461872,0,0.8,5,915324287538,0.3333333333333333,1,9667,0.5244255230611028,0,0,4,507204916927,8879,0.0,0.0055682964914034,0.8695652173913043,1
1.0,0.3617633336639637,1,6276,0.3058509095346599,1,0.7333333333333334,5,2690125545,0.0,0,4965,0.5025167751667513,0,1,2,357769620048,9776,0.1666666666666666,0.9728167239022438,0.3043478260869565,0
0.0,0.3602345791832462,0,5626,0.7959803629336368,1,0.1333333333333333,2,9124941391,0.0,0,8459,0.3302367129075755,1,1,2,486809628255,5822,0.6666666666666666,0.6053766128763377,0.1739130434782608,0
1.0,0.1008012318176804,0,510,0.3288478427434278,0,0.6333333333333334,3,916471903456,0.0,0,308,0.3041316725551469,1,1,5,331966061681,5763,0.8333333333333333,0.7336657664566176,0.8260869565217391,0
0.0,0.1052071268776849,1,8718,0.8590336306767146,0,0.0666666666666667,1,2154407805,0.8333333333333334,0,774,0.3468978445361171,0,0,0,368567741761,7507,0.0,0.3123956117538536,1.0,0
1.0,0.7253712963584029,1,3589,0.351941800984654,0,0.1666666666666667,1,3432605217,0.0,1,8420,0.1874447329777571,0,0,4,456378900723,1741,0.8333333333333333,0.8961897470520899,0.3478260869565217,0
0.0,0.71094736237667,0,8959,0.4021757613464274,0,0.6333333333333334,1,9819408869,0.6666666666666667,0,8683,0.7467499989996919,2,1,4,767544447426,4517,0.0,0.4539282610386868,0.8695652173913043,1
1.0,0.8411695061785274,0,8828,0.995714894442766,1,0.6333333333333334,2,911565076759,0.8333333333333334,0,7576,0.5054166683338469,1,0,6,374095298054,2320,0.4999999999999999,0.6873742373220417,0.7826086956521738,0
0.25,0.2907597992054062,0,1449,0.4877818477167109,0,0.2666666666666667,1,912038748087,0.5,0,373,0.1299200153647323,1,0,6,352131150172,8899,0.1666666666666666,0.2047205931383989,0.3478260869565217,0
0.75,0.8702080434153114,0,2079,0.1437991001678433,1,0.3666666666666667,5,8107357129,0.3333333333333333,0,1059,0.7295426991513386,1,1,5,791134458653,5920,0.1666666666666666,0.612483265539737,0.217391304347826,0
1.0,0.0309279340291815,0,536,0.0431991453795079,0,0.7333333333333334,3,913799925570,1.0,0,7534,0.7914487662199957,2,1,6,317119519527,1578,0.1666666666666666,0.9658658436968626,0.4782608695652173,0
1.0,0.771484399671188,1,3891,0.227479689759958,0,0.4333333333333334,5,10495406,0.3333333333333333,0,3858,0.8984867339140454,2,0,5,121611028258,3450,0.4999999999999999,0.906912826881828,0.5652173913043478,1
